aid,actor_name,movie_credits,popularity
85429,Melissa Lyons,3,1.8e-05
1231670,Julie Stevens,1,0
1502975,Mark Luna,1,0
59312,Alessandro Juliani,21,0.017179
25388,Leanne Adachi,4,0.21601
209505,Thom Bishops,6,1.7e-05
159485,Stephanie Romanov,6,0.00051
9012,Jonny Lee Miller,25,5.746312
7498,Eion Bailey,18,1.475183
79856,Tony Maudsley,16,0.07056
68307,Luke Mably,13,2.112278
1292,James Fox,63,2.152141
77794,Elisabeth Waterston,4,0.002196
23775,Eliza Bennett,11,0.718386
52888,Paul Ritter,25,0.029884
12513,Francesca Annis,37,2.374372
52890,Richard Coyle,21,0.770682
70098,Jūrōta Kosugi,30,0.42713
70099,Yuki Matsuoka,13,1.118157
20313,Asumi Miwa,11,0.000218
1120475,Akimoto Tsubasa,1,9e-06
114739,Yuzuru Fujimoto,6,0.004536
124476,Tomoko Kawakami,19,0.060117
9706,Toshiyuki Morikawa,47,2.519523
26257,Leigh Lawson,19,0.8
232396,Max Irons,13,0.967457
8445,Michael Culkin,27,0.000714
66823,Joseph Kahn,2,0.91574
80310,Tony Jayawardena,4,1e-06
18750,Annabella Sciorra,43,2.757091
1247,Matthew Goode,29,2.492244
101014,Beatrice Rosen,9,0.028591
19838,Marg Helgenberger,33,3.172982
74610,Tasha Smith,17,0.09546
49815,Silas Weir Mitchell,13,1.264645
1468299,Elisa Gallay,1,0
104785,Kevin Daniels,6,0.01512
86314,Mindy Cohn,35,1.402136
109988,Sheena Easton,11,1e-06
17646,Sean McCann,43,0.152473
25987,Eddie Cahill,4,0.483165
84341,Patrick O'Brien Demsey,4,4e-06
84342,Michael Mantenuto,1,0.021168
976171,Philip Maurice Hayes,16,0.01197
138242,Elizabeth Franz,10,0.5668
5918,Zachary Bennett,26,0.829797
5922,David Huband,19,0.001593
5923,Mike 'Nug' Nahrgang,6,0
5924,Richard McMillan,14,1e-06
5925,Joshua Peace,9,0.053936
5926,Terri Hawkes,9,0.038025
5927,Tony Munch,9,0.6184
111780,Amy Birnbaum,2,0
111782,Mike Pollock,3,0.000134
24647,Katsuyuki Konishi,31,0.225022
23821,Bryan Greenberg,17,0.281611
62909,Paul Campbell,16,0.116385
125686,Maurizio Terrazzano,6,0.0108
94136,Sonny Marinelli,2,0.001805
10582,Daniel Sunjata,19,0.357976
71555,Andrew Wilson,15,0.000921
5117,Birol Ünel,27,0.779029
5118,Sibel Kekilli,31,4.104392
5119,Catrin Striebeck,35,0.00239
5120,Güven Kıraç,15,0.10149
5121,Meltem Cumbul,12,0.078265
5122,Stefan Gebelhoff,12,0.8
5123,Demir Gökgöl,5,1e-05
5124,Cem Akin,7,0.002722
5134,Aysel Iscan,2,0.000122
1075606,Francesco Fiannaca,2,0.000292
5473,Julian Wadham,32,1.591698
67854,Remy Sweeney,1,5.2e-05
1116,Alan Ford,20,0.607914
70121,Katsuo Nakamura,48,0.01618
70122,Manami Konishi,26,0.499628
70123,Kiyoshi Kodama,8,0.000131
70124,Ikki Sawamura,15,0.000157
4990,Susumu Terajima,101,0.710486
7037,Jean-Hugues Anglade,54,0.43233
503,Justin Chatwin,24,2.249057
132825,André Lacoste,4,0.004536
62439,David Belle,6,0.013122
62441,Tony D'Amario,3,2.8e-05
62443,Dany Verissimo-Petit,6,1.697903
62442,Bibi Naceri,6,0.155711
62445,Nicolas Woirion,3,0.005594
62444,François Chattot,17,0.00026
62446,Patrick Olivier,3,0.027964
62449,Tarik Boucekhine,2,0
62447,Samir Guesmi,39,0.016162
12199,Tamio Ohki,19,1.1e-05
83933,Yutaka Nakano,8,0.330156
1247593,Gou Aoba,3,0
1247906,Eisuke Asakura,1,1e-06
23891,Ryan Kelley,10,1.020617
150109,Branden Williams,8,6.1e-05
1226707,John Judd,7,0.005184
1394359,Nathan Geist,10,0.061319
19536,Josh Duhamel,34,5.738911
20526,Maï Anh Le,6,0.4
20527,Oanh Nguyen,1,0.8
20528,Jaran 'See Tao' Petcharoen,9,0.000658
20529,Stéphanie Lagarde,5,0.00112
13687,Jean-Claude Dreyfus,50,0.044331
20530,Philippine Leroy-Beaulieu,22,0.000136
20531,Vincent Scarito,1,1e-06
138,Quentin Tarantino,50,10.155809
4429,Jim Jarmusch,26,1.535968
10491,Paul Verhoeven,9,0.948483
13235,Alexander Payne,4,2.033706
117075,Henry Jaglom,16,0.023551
162342,Missy Doty,3,1e-06
109740,Alysia Reiner,12,0.003683
1127469,Shake Tukhmanyan,3,4e-06
177131,Shaun Duke,8,3e-06
19511,Larry Pine,32,0.000113
37823,Sonny Shroyer,12,0.029274
60874,Dane Rhodes,26,0.005473
60886,Patrick McCullough,2,2.1e-05
60875,David Jensen,44,0.210773
60876,Walter Breaux,2,0.168
20286,Toby Kebbell,33,5.297443
70518,Jo Hartley,18,0.01612
122994,Seamus O'Neill,13,0.008256
122995,Stuart Wolfenden,8,1e-06
122996,Paul Sadot,2,0.156
122997,Paul Hurstfield,2,0.4
122998,Emily Aston,6,1e-05
122999,George Newton,8,0.8
43297,Elizabeth Thai,9,0.000638
23440,Konstantin Khabenskiy,41,1.078144
23442,Vladimir Menshov,46,0.971904
23443,Galina Tyunina,12,0.000122
23441,Mariya Poroshina,13,0.013912
23444,Zhanna Friske,5,3e-06
29832,Viktor Verzhbitskiy,29,9e-06
29843,Rimma Markova,24,0.000171
29847,Mariya Mironova,18,0.458606
31859,Dmitriy Martynov,1,6.4e-05
1190182,Valeriy Zolotukhin,25,5.2e-05
51359,Lela Rochon,20,1.067959
1190676,Amerie,1,0.003614
52481,Clint Jordan,8,1e-06
1303358,Caridad 'La Bruja' De La Luz,1,0.4
1303359,Jasper Daniels,1,4e-06
957087,Taylor Foxhall,1,0.52
1303360,Giles Penderghast,1,4e-06
1303361,Terry McKenna,1,0
961947,Richard Lieske,2,0
1303362,Hector Vasquez,1,0
44104,Milena Vukotic,65,0.010902
11282,John Standing,51,0.993817
237408,Mark Umbers,9,1e-06
31135,Jermaine Williams,8,0
60506,Alphonso McAuley,6,0.542518
77800,Aaron Frazier,1,3e-06
37046,Dania Ramirez,17,2.19021
77830,Allison Siko,2,0.2352
11665,Michael Angarano,33,2.438808
31512,Robert John Burke,36,1.360751
53116,Eric Lively,11,1.598605
57492,Morgan Spurlock,10,1.713584
57493,Daryl Isaacs,1,0
57494,Lisa Ganjhu,1,0.000257
57495,Stephen Siegel,1,0.036
57496,Bridget Bennett,1,0.002477
57498,Eric Rowley,1,1e-06
57499,Mark Fenton,2,2.1e-05
57500,Alexandra Jamieson,1,0.000571
57502,John Banzhaf,1,0.008891
57503,David Satcher,1,0
5887,Catalina Sandino Moreno,19,1.022975
5902,Guilied Lopez,1,4e-06
5891,Yenny Paola Vega,1,0.09576
5972,John Álex Toro,3,4e-05
5890,Virgina Ariza,1,0
5893,Rodrigo Sánchez Borhorquez,1,0.001058
5895,Charles Albert Patiño,1,0
5896,Wilson Guerrero,1,0.002722
5898,Johanna Andrea Mora,1,0.0108
5899,Evangelina Morales,1,0
3872,Daniel Brühl,62,4.905163
3932,Julia Jentsch,30,0.639956
3933,Stipe Erceg,51,6.7e-05
3934,Burghart Klaußner,61,0.65679
3935,Peer Martiny,12,0.1668
3936,Petra Zieser,41,2.964036
3937,Laura Schmidt,1,1e-06
3938,Sebastian Butz,2,1e-06
3939,Oliver Bröcker,29,1.1e-05
76414,Ariel Gade,5,1.028
57191,Sam Lerner,8,0.342142
1778248,Lily Jackson,1,0.000258
1213527,Connor Matheus,4,0.000122
111214,Hector Elias,8,6e-06
142533,Charity James,1,0.000408
52414,Cameron Bright,19,1.475908
28248,Dwight Schultz,29,0.029827
51956,Scott Mosenson,3,0
51958,Julia Fletcher,7,1.3e-05
23119,Peter Krause,8,6e-05
122037,Sam Charles,1,5.5e-05
122038,Haili Page,2,0.047314
116971,Jennifer Mawhinney,2,0.2352
1708983,Jennifer Bishop,1,0.004212
62914,Amber Rothwell,6,0.001456
122039,Meg Roe,4,5.2e-05
51036,Louis Ferreira,22,0.159348
6329,Irene Olga López,9,0.000206
29445,Ethan Phillips,36,0.017955
62245,Fred Ewanuick,11,0.000231
126219,Laurie Bekker,1,0.019656
94677,Mark Letheren,5,0.210843
45588,Clare Higgins,27,1.901149
52853,Juliette Marquis,4,1.4e-05
941,Tomas Arana,42,4.077456
77461,Cheyenne Silver,16,1e-06
37983,Natalie Press,22,0.144313
58693,Dean Andrews,12,0.001967
20379,Christopher Cousins,13,0.112798
944474,Amy Sobol,6,0.5776
190900,Ted Whittall,19,0.1008
1041350,Isabel Dos Santos,2,1e-06
215157,John McEnroe,14,0.000431
22250,Rance Howard,80,1.257544
7137,Juliet Landau,20,0.060843
76453,Adam Gierasch,5,2.9e-05
9312,Greg Travis,24,4e-06
181719,Adam Weisman,3,0.00635
1526562,Christina Venuti,1,0.168
87072,Sara Downing,7,0.004509
133252,Zoie Palmer,12,0.551415
1228341,Munro Chambers,11,3.5e-05
200619,Jake Simons,4,0.4
90498,Devon Bostick,21,3.93649
1227294,Melanie Tonello,4,0.4
69232,Bob Rock,4,0.4
69234,Jason Newsted,28,0.4
69235,Phil Towle,1,0.003469
69236,Dave Mustaine,25,2.9e-05
64914,Emily Perkins,12,1.035639
88450,Chuck McCann,30,0.466123
20128,Clive Revill,60,0.903206
81253,Ananda Everingham,26,0
81254,Natthaweeranuch Thongmee,9,7.1e-05
81042,Achita Sikamana,15,0.000288
81255,Unnop Chanpaibool,1,2.5e-05
1629433,Titikarn Tongprasearth,1,0.4
1629434,Sivagorn Muttamara,1,4e-06
1629435,Chachchaya Chalemphol,1,0
1629437,Kachormsak Naruepatr,1,1e-06
60858,Apichart Chusakul,5,0.138298
1629438,Binn Kitchachonpong,1,0.000292
153818,Christine Chatelain,11,0.007027
147473,Ingrid Kavelaars,9,0.14112
87572,Pat Kelly,6,0.002667
43278,Jane McLean,4,1.1e-05
60601,Viv Leacock,31,0.4
215444,Peter Oldring,6,0.000956
67602,Corbin Bleu,21,0.203895
41883,Max Thieriot,15,2.625095
60459,Soren Fulton,6,0.018675
49346,Debora Weston,12,0.4
12830,Lou Hirsch,9,0.000165
141349,Alex Barringer,1,0.019656
20471,Demetri Goritsas,19,0.007468
82345,Genie Francis,8,9.7e-05
58428,Philip Winchester,9,1.234719
58758,Deobia Oparei,15,1.64849
99168,Emily Roeske,3,0.104405
168877,Finn Wittrock,17,0.006716
67601,Lucas Grabeel,18,1.620363
84952,Olesya Rulin,12,0.252
123973,Peter Cockett,4,0.168
148125,Gabriel Hogan,29,1.312137
81418,Karine Vanasse,21,0.00105
61134,Tatiana Maslany,31,3.305602
64917,Pascale Hutton,24,0.694617
64918,Patricia Idlette,9,0.0108
68634,Tanja Reichert,9,0.010161
105648,Nat Faxon,16,0.026281
1058088,Julio Bekhor,6,0.52
64433,Gillian Chung,35,4.298386
64435,Jaycee Chan,17,7.7e-05
64437,Qu Ying,7,4e-06
64440,Chen Bolin,34,0.023022
64439,Fan Bingbing,45,5.781847
1185257,Barry W. Levy,1,0.000972
1185258,Jackson Warris,1,0.156
146553,Peter LaCroix,10,0.036
53119,Chris Gauthier,26,0.000227
33834,Ele Keats,10,0.000172
44640,Christopher Buchholz,23,1.5e-05
592450,Regina Nemni,1,0.000101
1622,Chang Chen,33,2.810711
121394,Tien Feng,98,2.464395
119172,Luisa Ranieri,25,0.045836
1370892,Melissa Elizabeth Forgione,1,0.000531
1370908,Querelle Haynes,1,0.000408
1370909,Kevin Mitchell Martin,1,5e-06
1370898,Sean Timothy Sexton,1,0
1370901,Courtney Shea,1,4.8e-05
1370911,Claude Barrington White,1,4e-06
88597,Jay Paulson,8,0.017289
130719,Terry Beaver,13,0.24
76476,Troy Winbush,7,0
58597,William Duffy,5,0.000122
76477,Nophand Boonyai,6,0.002135
76478,Dom Hetrakul,12,0.7784
76479,Govit Vattanakun,1,0.12
51494,Williams Belle,4,0.2352
51493,Châu Belle Dinh,4,0.018648
51495,Malik Diouf,4,0.000433
51496,Yann Hnautra,3,2.2e-05
51497,Guylain N'Guba-Boyeke,3,0.016443
51490,Charles Perrière,3,0.000408
51498,Laurent Piemontesi,3,0
78147,Élodie Yung,13,3.054561
94027,Santi Sudaros,5,0
21245,Greta Scacchi,59,2.878362
742,Michael Byrne,53,0.071871
113948,Eugenia Yuan,15,1.674512
551630,Supasawat Buranavech,1,0.080738
551631,Kwai Ying Cheung,1,0.52
551632,Yiu Kwai Cheung,1,0
229303,Philip Kwok Chun-Fung,48,0.035007
551633,Chuwong Earsakul,1,0
551634,Connie Lai,1,6e-06
7242,Temuera Morrison,45,3.121909
5312,Hugh O'Conor,29,0.294911
18071,Geoffrey Lewis,87,1.29263
56402,Vahina Giocante,24,2.384892
43443,Kristina Anapau,13,0.001628
43444,Nathan Wetherington,4,4.5e-05
43445,Melissa Yvonne Lewis,1,0.058796
43446,Natalie Ramsey,3,1e-06
43448,Michael Pemberton,1,0.01512
43449,Tara Carroll,4,0.01903
583845,Aaron McPherson,7,0.002667
194372,Alex Donnelley,4,0.0003
35793,Abhishek Bachchan,52,0.78127
52971,John Abraham,41,0.001516
69709,Uday Chopra,11,0.331275
81926,Esha Deol,22,2e-05
81927,Rimi Sen,16,0.000335
1568077,Arav Chowdhary,4,0.11949
31649,Brooke Smith,21,0.008809
154114,Adilah Barnes,10,1e-06
35742,Shah Rukh Khan,90,6.393587
85890,Amrita Rao,20,1.5e-05
85731,Zayed Khan,15,0.141163
88138,Sushmita Sen,28,0.011634
85730,Sunil Shetty,68,0.14602
35777,Kirron Kher,25,0.4
86031,Rakhi Sawant,19,0.07056
35779,Boman Irani,71,0.352575
35759,Satish Shah,53,0.028777
41557,Ever Carradine,10,0.009853
1332763,Zach Selwyn,2,0.000571
66263,Miranda Bailey,11,0.4
42140,Brent David Fraser,10,0.022224
73952,Cheryl Tiegs,4,0.00889
73953,Elizabeth Blake,1,0.4
73954,Anna Vareschi,1,0.002195
73955,Mary Morasky,1,0.0108
56863,Miriam Yeung,33,0.091017
56858,Pauline Lau,2,5e-06
56862,Meme Tian,4,8e-06
56864,Miki Yeung,13,0.004323
236197,So-Fun Wong,2,0.000312
424,Dallas Roberts,20,3.695132
1148729,Erik Smith,3,0.52
77899,Harris Allan,3,0.000386
1224676,Andrew Chalmers,1,0
70209,Yusuke Iseya,41,0.000349
70132,Akira Terao,22,1.1e-05
70210,Kanako Higuchi,18,9e-06
58449,Fumiyo Kohinata,58,0.021595
70211,Hiroyuki Miyasako,19,5.6e-05
121786,Ryō,18,0
133049,Tetsuji Tamayama,34,0.271023
13250,Hidetoshi Nishijima,46,0.559671
38773,Max Riemelt,45,2.819118
684,Tom Schilling,40,3.606683
57586,Jonas Jägermeyr,6,0.008203
57587,Leon A. Kersten,1,0.029635
6086,Devid Striesow,78,1.197923
36876,Joachim Bißmeier,35,1.1e-05
5646,Justus von Dohnányi,64,0.102418
21743,Alexander Held,90,0.518792
1152367,Sissy Höfferer,28,0.164641
45953,Michael Schenk,29,1.373547
53384,Zana Briski,1,0.000322
1373446,Avijit,1,1.1e-05
1373447,Geeta Masi,1,0.07056
1373448,Kochi,1,0.000328
1373449,Mamuni,1,0.168
93379,Skyler Shaye,6,0.003319
1582296,Erik-Michael Estrada,4,0
71282,Kate Magowan,12,1.1e-05
30433,Neil Maskell,32,0.102332
71283,Beatriz Batarda,29,0.000119
1497784,Pete Tong,4,0.52
1216471,Mike Wilmot,7,0
62972,Tim Plester,17,2.9e-05
147967,Paul Spence,8,1.5e-05
219367,Steve Oram,26,0.011962
1443606,Carl Cox,5,0
165899,Simon Cowell,7,1e-06
44127,Larry King,40,0.001518
12106,Aron Warner,9,0
58962,Drew Sidora,13,2.3e-05
93602,Antwon Tanner,9,0.000494
6735,Luenell,11,0.10379
56183,Art Evans,57,1.321834
1053265,Katie Stuart,4,7e-06
65241,Dorit Wolf,1,0.009913
159284,Brett Gilbert,1,0
112053,Michael Chieffo,22,7e-05
1382789,Chad Gordon,3,2e-06
82791,Valerie Tian,19,0.455784
702,Philip Tan,13,0.012552
830,Joe Cortese,27,0.340257
33453,Rollo Weeks,10,0.000249
652,Paul Freeman,48,2.645818
48903,Stefan Jürgens,16,0.001043
947231,Stefan Weinert,7,0.00047
80541,Matthew Faber,5,2.2e-05
80542,Angela Pietropinto,13,0.042336
76764,Bill Buell,9,4e-06
80543,Emani Sledge,1,2.5e-05
15416,Richard Masur,71,0.424806
124723,John Gemberling,9,0.000801
117379,Stephen Adly Guirgis,6,0.52
35070,Akshay Kumar,123,3.455388
37233,Kareena Kapoor,58,1.828187
77234,Priyanka Chopra,60,4.127914
691,Amrish Puri,128,3.100906
85033,Paresh Rawal,130,1.243872
110199,Annu Kapoor,38,2.1e-05
87329,Upasna Singh,24,7.2e-05
110236,Dinesh Lamba,8,0.0108
18050,Elle Fanning,47,9.660956
20132,Jon Foster,14,1.207213
1967980,Harvey Loomis,1,0.000122
177692,Libby Langdon,7,0
27011,Vanessa Williams,38,3.593229
155783,Shari Headley,4,1.661269
68609,Solange Knowles,4,0.050918
159962,Kat Graham,12,0.957186
117642,Jason Momoa,19,8.949099
165359,Stewart Alexander,4,0.002349
6416,Polly Walker,27,4.209426
8319,Nick Brimble,27,0.851346
39683,Ivan Kaye,7,0.001109
59352,Zitto Kazann,10,0.000528
87568,Laura Cerón,4,1e-06
72672,William Miller,7,0.012701
72673,Irene Montalà,14,1.771634
72674,Paulina Gálvez,21,0.029155
25135,Cornell John,11,0.56
1604,Lluís Homar,36,0.48238
31351,Paul Naschy,82,0.035238
16970,Ivana Baquero,12,2.150856
58907,Elias Toufexis,12,0.138298
101251,Ennis Esmer,11,0.58769
101252,Krista Morin,8,0.00016
101253,Marc Trottier,2,0.009514
101254,Carrie Colak,2,1e-06
1224565,Erica Tazel,4,0.05392
4237,Erykah Badu,13,7e-06
84617,Zelda Williams,10,6e-06
1218160,Olga Sosnovska,1,0.000202
76575,Belladonna,38,1.642677
135342,Briana Banks,44,0.236067
107166,Christy Canyon,36,0.000116
99431,Seymore Butts,3,0.0017
74252,Nina Hartley,119,3.117094
18072,Michael Herbig,23,0.001029
67508,Sebastian Höffner,1,0.000801
67509,Torsten Münchow,22,1e-06
157790,Glenn Wrage,6,5.2e-05
1222273,Alan Marriott,1,1.8e-05
1244713,Bob Saker,1,0.000101
11288,Robert Pattinson,40,4.428773
36745,Mavie Hörbiger,35,1.333347
68501,Sean Higgs,10,0.012447
59251,Victor Rasuk,16,2.639816
5201,Robert Stadlober,50,0.016086
5202,Kostja Ullmann,39,0.017769
5203,Alicja Bachleda-Curuś,17,0.859803
5204,Jürgen Tonkel,48,0.501438
5205,Tristano Casanova,5,1e-06
5206,Miriam Morgenstern,4,7e-06
5207,Marlon Kittel,11,3.4e-05
5209,Joseph M'Barek,8,0
5210,Alexa Maria Surholt,3,1e-06
74376,Cem Yılmaz,21,0.146665
66981,Özge Özberk,8,1e-05
106787,Özkan Uğur,7,0.543175
106784,Ozan Güven,7,0.719386
145290,Rasim Öztekin,14,0.052282
143303,Şafak Sezer,19,0.003821
145733,Erdal Tosun,16,1.03352
145331,Cezmi Baskın,29,0.021168
1042719,İdil Fırat,2,0.036
1140244,Muhittin Korkmaz,2,0.00324
71929,Benoît Delépine,6,2e-06
71930,Gustave de Kervern,20,4e-06
71933,Michel de Gavre,1,0.56
71934,Isabelle Delépine,1,0
71935,Gérard Condejean,1,0
71936,Pierre Ghenassia,1,0
71937,Pierre Carles,6,0.000122
71938,Jan Bucquoy,2,1e-06
16767,Aki Kaurismäki,13,1.287793
47822,Bouli Lanners,51,0.851943
15578,Colin Moy,11,1e-06
15579,Jimmy Keen,2,0.000228
15580,Jodie Rimmer,10,0.001035
15582,Toby Alexander,2,0
15583,Nicholas Hayward,1,0
15584,Vanessa Riddell,3,1e-06
26723,Katheryn Winnick,26,5.234209
61319,Alexander Brickel,1,0.0108
1115,Stephen Graham,54,3.635061
19490,Wass Stevens,17,0.011481
61322,Joyce R. Korbin,1,1.3e-05
61320,Melisa McGregor,1,0.004212
61323,Dan Ziskie,8,0.210816
61321,Joshua Annex,1,0.000159
52307,Mary Kay Adams,2,0.728
12224,Alec Mapa,20,0.216531
151432,Boris McGiver,8,1e-06
39388,Amy Ryan,33,4.231656
40060,Tina Holmes,10,0.013857
196179,Stephen Henderson,17,0.058898
35549,Coolio,27,1.181599
67059,Grant Swanby,21,0.002708
37093,Langley Kirkwood,17,0.000469
96699,Kim Thomson,9,0.003086
122198,Jo Stone-Fewings,3,3.6e-05
47670,Cristian Solimeno,15,0.114022
122199,Gary Oliver,5,0
69303,Andrea Bendewald,4,0.024447
66565,Jay Leggett,3,7.4e-05
74487,David Pasquesi,17,0.373139
84666,Ryan Belleville,3,0
19277,Todd Stashwick,11,0.676871
1213573,Taran Killam,14,0.009205
1219500,Kirsten Nelson,4,0.768534
63107,Corri English,14,8e-05
92619,Drew Seeley,15,0.040664
112693,Roxana Zal,17,7.1e-05
12215,Christian Mills,2,0.000196
112694,Jason Sutliff,1,0.001393
56381,James Toback,9,0.00028
109786,Alex Feldman,10,0.154483
80757,Mike Tyson,54,2.526819
3237,Joelle Carter,22,0.256417
951049,Cara Hamill,2,0
26456,Lori Singer,18,1.564112
17039,Nick Offerman,52,3.729078
17041,Robert Wu,5,3e-06
93888,Masahiro Matsuoka,4,0.128419
93889,Rei Kikukawa,6,0.000112
82042,Don Frye,17,1.4e-05
18615,Akira Takarada,36,8e-06
65198,Kane Kosugi,22,1.027025
93891,Maki Mizuno,7,1.5e-05
93892,Masatō Ibu,69,0.000334
82866,Masanobu Takashima,12,2e-06
2542,Kazuki Kitamura,60,0.056959
5077,Valeria Bruni-Tedeschi,64,1.723383
40305,Stéphane Freiss,43,0.80432
19888,Géraldine Pailhas,44,0.233829
9765,Françoise Fabian,55,1.168154
20672,Antoine Chappey,49,0.008547
381663,Marc Ruchmann,12,0.00047
390839,Jason Tavassoli,1,8.3e-05
553215,Jean-Pol Brissart,12,0.064142
579267,Eliane Kherris,1,0
52283,Paul Dobson,18,0.302042
74364,Brian Drummond,26,0.07056
96873,Susanne Sachße,14,0.000125
96643,Daniel Bätscher,2,0
96874,Andreas Rupprecht,1,0.4
96875,Dean Monroe,17,5.9e-05
96876,Anton Z. Risan,1,0.2352
1,George Lucas,58,4.293589
154,Walter Murch,7,4.1e-05
12677,Matthew Robbins,4,0.659019
68212,Carroll Ballard,2,0.000544
9223,Maggie McOmie,3,0.010247
9222,Don Pedro Colley,11,0.007049
4027,Frank Darabont,12,3.127554
81462,Dendrie Taylor,18,0.992552
54044,Patrika Darbo,19,6e-06
1196876,Christian Leffler,3,0.027518
27688,Dan Callahan,7,0.000146
88516,Billy Warlock,13,0.000312
60721,Kurt Max Runte,15,0.000159
77622,Catherine Lough Haggquist,28,0.5222
232525,Warren Christie,21,0.956162
172814,Kiara Hunter,11,6e-06
46906,David Richmond-Peck,18,1.1e-05
37696,Colin Lawrence,30,0.463751
64671,Jim Thorburn,17,2.5e-05
77620,Craig Bruhnanski,2,0.027518
145059,Carlos Padilla,5,3e-06
145061,Xuna Primus,1,0.336
72128,José María Yazpik,22,0.005428
1660431,Gustavo Muñoz,3,0.001456
104982,Ofelia Medina,31,0.009722
1603,Daniel Giménez Cacho,47,1.336202
1723683,Jorge Angel Toriello,1,0
1723684,Adrian Alonso,1,0.000572
81014,Steven Grayhm,8,0.903545
1864378,Matt Visser,5,0
174466,Ogie Banks,5,0.000941
116436,Soleil Moon Frye,19,0.031713
116437,Olivia Hack,8,0.000706
87569,Tia Mowry,13,0.000295
1011370,Camila Morgado,8,1e-06
142319,Caco Ciocler,27,1.044616
930475,Edgar Amorim,2,1.176
55112,Leona Cavalli,12,0.000657
228007,Eliane Giardini,6,3e-06
144804,Zé Carlos Machado,19,0.019243
1002783,Osmar Prado,11,0.012447
142320,Werner Schünemann,20,1.2
95147,Odilon Wagner,11,0
587923,Murilo Rosa,11,0.05927
12647,Armin Mueller-Stahl,109,1.460555
23895,Kyle Hansen,2,0
23896,Ted Roisum,4,2e-06
23897,Ayanna Berkshire,7,0
23898,Shuhe,1,0
23899,Robert Blanche,17,2.4e-05
76669,Wayne Brady,21,1.56974
59645,Kel Mitchell,15,0.045802
8874,Ernie Hudson,95,5.391963
6818,Werner Herzog,78,2.610999
140529,Kitana Baker,3,2.9e-05
140530,Gabriel Beistain,1,0.0504
18749,Russell Williams II,1,0.235826
140531,David A. Davidson,1,4e-06
140532,Michael Karnow,2,0.52
140534,Robert O'Meara,1,0.002667
11011,Zak Penn,3,2.513511
24715,Steve Gardner,1,0.000571
1527,John Bailey,2,0.0108
62522,Christopher Jacot,19,0.608059
43277,Joanne Kelly,18,0.438911
81097,Shawn Roberts,33,2.819878
29879,Mayko Nguyen,11,0.01664
111116,Matthew Rauch,9,0.001919
16900,Atta Yaqub,4,0.52
16901,Eva Birthistle,24,1.624195
16902,Shamshad Akhtar,1,1e-06
16903,Ghizala Avan,1,0.4
16904,Shabana Akhtar Bakhsh,2,0.004536
16905,Ahmad Riaz,1,5e-06
16906,Shy Ramsan,1,0.568
16907,Gerard Kelly,8,0.000659
480,Gary Lewis,51,0.683654
123921,Normand D'Amour,17,0.113847
87366,Jacques Godin,17,0.001558
19541,Mark Ryan,12,0.002398
44818,Mark Holton,12,0.009919
121561,Sara-Marie Maltha,3,1.1e-05
121562,Randy Colton,2,1e-06
121563,Robin Brooks Sullivan,1,0.52
121564,Madison Mueller,1,0.005184
94224,Rebekah Kochan,18,3e-06
85480,Ryan Carnes,7,0.023692
98920,Scott Lunsford,3,0.021168
1234399,Jim Verraros,2,0
1064104,Kris Black,3,0
1342022,Billy Shepard,1,0.001112
1342023,John Janezic,2,0.12
15112,Tom Selleck,56,2.278995
7255,Ian Mune,17,0.000202
29082,Bruce Phillips,8,0
29094,John Bach,19,0.000633
240024,Nick Blake,7,0.000672
28739,Kevin J. Wilson,8,0.021168
59118,Christopher James Baker,11,0.547107
20262,Tino Mewes,28,0.007619
71389,Thomas Schmieder,4,0.004536
71390,Manuel Cortez,22,7.5e-05
48290,Collien Ulmen-Fernandes,16,0.011558
1241192,Hendrik Borgmann,3,0
1295917,Nadine Germann,1,0
1295918,Henry Gründler,1,0
70150,Patricia Thielemann,3,1e-06
1295919,Oliver Grober,1,0.14112
28098,Rhiana Griffith,3,2.044469
94554,Danielle Keaton,8,0.556
213359,Silvia Šuvadová,7,1.1e-05
94702,Nikolai Sotirov,15,1.388
1320766,Dessislava Maicheva,1,0
1320767,Angelina Hadjimitova,1,0.0468
1320768,Anton Falk,1,0.001944
75398,Alan Cassell,11,0.00035
75684,Andy Pappas,1,0.0016
108945,Paula Duncan,4,0.4
77560,Jamie Robertson,2,0
108946,Kevin Dee,2,0.0468
108947,Stewart Faichney,5,5.2e-05
108948,Simon Paton,1,0.004536
986803,Amanda Renberg,5,0.026674
6001,Björn Kjellman,35,1.115538
927766,Ellen Fjæstad,2,0
986804,Linn Persson,1,0.000155
986805,Filip Berg,9,0.232624
97030,Marcus Hasselborg,2,0
231342,Carla Abrahamsen,4,4.1e-05
1156036,Manuel Bjelke,1,1e-06
1105511,Margareta Pettersson,2,0
1156037,Cattis Olsen,1,0
52462,Betty Buckley,18,0.428954
58006,Jodi Lyn O'Keefe,16,3.582698
125098,Marie Luise Stahl,4,0.08612
7822,Edgar Selge,54,0.090478
65862,Anja Sommavilla,2,0.1008
49767,Frederick Lau,61,2.798508
6200,Diane Venora,34,3.273047
1550750,David Holcomb,3,0.000223
25147,Tony Hale,45,0.308633
73036,Holly Fields,12,0.12
63470,Jennifer Lyons,17,0.009684
217552,David Wheir,2,5.9e-05
154481,Michelle Brookhurst,2,2e-06
226345,Shelly Kurtz,2,0
226346,Chris Jacobs,2,1e-06
